group_id	TEST_NAME	UNIT	n	p_missing	deciles	LongName	prefix_meaning	suffix_meaning	group_path	has_component	has_property	has_time_aspect	has_system	has_scale_type	has_method	is_panel
43	s-e1	pmol/l	123	0	[70, 112.9, 136.88, 181.46, 224.33, 282.87, 347.03, 435.1, 621.18]	S -Estroni	Serum		2.1.1.2.1.2.2.1	Estrone	SCnc	Pt	Ser	Qn		FALSE
43	s-e1		30	76.67		S -Estroni	Serum		2.1.1.2.1.2.2.1	Estrone		Pt	Ser	Qn		FALSE
43	s-e2	nmol/l	10351	2.69	[0.07, 0.1, 0.13, 0.16, 0.2, 0.27, 0.38, 0.55, 0.99]	S -Estradioli	Serum		2.1.1.2.1.2.2.1	Estradiol	SCnc	Pt	Ser	Qn		FALSE
43	s-e2		2381	83.75	[0.06, 0.08, 0.1, 0.12, 0.15, 0.19, 0.25, 0.35, 0.58]	S -Estradioli	Serum		2.1.1.2.1.2.2.1	Estradiol	SCnc	Pt	Ser	Qn		FALSE
43	s-ema		2245	99.96		S -Endomysium, vasta-aineet	Serum		2.1.1.2.1.2.2.1	Endomysium Ab	PrThr	Pt	Ser	Ord		FALSE
43	s-ena		1469	62.22	[0.1, 0.1, 0.1, 0.19, 0.2, 0.22, 0.3, 0.47, 1.12]		Serum		2.1.1.2.1.2.2.1	Extractable nuclear Ag	Ratio	Pt	Ser	Qn		FALSE
43	s-enal		832	100			Serum		2.1.1.2.1.2.2.1			Pt	Ser			FALSE
43	s-epo	iu/l	2353	0.38	[4.95, 7.08, 8.93, 10.78, 12.99, 15.54, 19.77, 28.75, 48.4]	S -Erytropoietiini	Serum		2.1.1.2.1.2.2.1	Erythropoietin	CCnc	Pt	Ser	Qn		FALSE
43	s-epo	pmol/l	44	0		S -Erytropoietiini	Serum		2.1.1.2.1.2.2.1	Erythropoietin	SCnc	Pt	Ser	Qn		FALSE
43	s-epo	u/l	5380	0	[4.44, 6.44, 8.09, 9.88, 11.93, 14.55, 19.01, 29.55, 62.33]	S -Erytropoietiini	Serum		2.1.1.2.1.2.2.1	Erythropoietin	CCnc	Pt	Ser	Qn		FALSE
43	s-epo		1209	20.35	[4.6, 6.64, 8.47, 10.2, 11.81, 13.76, 17.07, 22.59, 40.53]	S -Erytropoietiini	Serum		2.1.1.2.1.2.2.1	Erythropoietin	CCnc	Pt	Ser	Qn		FALSE
43	s-ffa	mmol/l	518	0	[0.03, 0.04, 0.07, 0.13, 0.19, 0.28, 0.44, 0.57, 0.75]		Serum		2.1.1.2.1.2.2.1	Fatty acids.free	SCnc	Pt	Ser	Qn		FALSE
43	s-gen	mg/l	373	0.54	[0.5, 0.65, 0.75, 0.89, 0.99, 1.17, 1.48, 2.04, 3.94]	S -Gentamysiini	Serum		2.1.1.2.1.2.2.1	Gentamicin	MCnc	Pt	Ser	Qn		FALSE
43	s-gen		339	85.55		S -Gentamysiini	Serum		2.1.1.2.1.2.2.1	Gentamicin	PrThr	Pt	Ser	Ord		FALSE
43	s-hae		751	100			Serum		2.1.1.2.1.2.2.1			Pt	Ser			FALSE
43	s-hbe		347	100			Serum		2.1.1.2.1.2.2.1			Pt	Ser			FALSE
43	s-hcg	iu/l	2181	0	[2.11, 4.62, 15.8, 53.63, 166.71, 442, 1018.25, 2912.42, 12003.73]	S -Koriongonadotropiini	Serum		2.1.1.2.1.2.2.1	Chorionic gonadotropin	CCnc	Pt	Ser	Qn		FALSE
43	s-hcg	u/l	5914	0	[5.67, 20.66, 67.43, 172.44, 366.74, 677.25, 1513.49, 4378.78, 17452.46]	S -Koriongonadotropiini	Serum		2.1.1.2.1.2.2.1	Chorionic gonadotropin	CCnc	Pt	Ser	Qn		FALSE
43	s-hcg		16592	96.23	[8.29, 17.67, 40.08, 108.43, 306.84, 912.85, 3181.52, 10206.39, 38671.9]	S -Koriongonadotropiini	Serum		2.1.1.2.1.2.2.1	Chorionic gonadotropin	CCnc	Pt	Ser	Qn		FALSE
43	s-he4	pmol/l	11193	0	[31.87, 37.18, 41.94, 46.96, 53.02, 60.99, 73.42, 98.24, 181.66]	S -Epididymaalinen antigeeni 4 (HE4)	Serum		2.1.1.2.1.2.2.1	Human epididymis protein 4	SCnc	Pt	Ser	Qn		FALSE
43	s-he4		420	43.57	[28.77, 32.37, 35.15, 39.84, 42.92, 45.83, 51.37, 61.13, 81.8]	S -Epididymaalinen antigeeni 4 (HE4)	Serum		2.1.1.2.1.2.2.1	Human epididymis protein 4	SCnc	Pt	Ser	Qn		FALSE
43	s-kem		1473	100			Serum		2.1.1.2.1.2.2.1			Pt	Ser			FALSE
43	s-kyhemag	titre	180	1.67	[8, 11.41, 16, 18.4, 42.5, 146.59, 256, 870.4, 2048]	S -Kylmähemagglutiniinit	Serum		2.1.1.2.1.2.2.1	Cold agglutinin	Titr	Pt	Ser	Qn		FALSE
43	s-kyhemag		826	99.39		S -Kylmähemagglutiniinit	Serum		2.1.1.2.1.2.2.1	Cold agglutinin	PrThr	Pt	Ser	Ord		FALSE
43	s-shbg	nmol/l	29338	0	[16.96, 21.37, 25.29, 29.19, 33.26, 37.98, 43.62, 51.6, 65.13]	S -Sukupuolihormoneja sitova globuliini	Serum		2.1.1.2.1.2.2.1	Sex hormone binding globulin	SCnc	Pt	Ser	Qn		FALSE
43	s-shbg		614	100	[15.22, 19.74, 24.23, 28.3, 32.4, 37.12, 43.41, 51.5, 64.44]	S -Sukupuolihormoneja sitova globuliini	Serum		2.1.1.2.1.2.2.1	Sex hormone binding globulin	SCnc	Pt	Ser	Qn		FALSE
43	s-tati	nmol/l	551	0	[1.3, 1.49, 1.61, 1.81, 2.08, 2.38, 2.74, 3.44, 6.09]	S -Tuumoriin liittyvä trypsiini-inhibiittori	Serum		2.1.1.2.1.2.2.1	Tumor associated trypsin inhibitor	SCnc	Pt	Ser	Qn		FALSE
43	s-tati	ug/l	446	0	[6.71, 8.1, 9.03, 9.98, 11, 12.24, 13.98, 16.99, 30.9]	S -Tuumoriin liittyvä trypsiini-inhibiittori	Serum		2.1.1.2.1.2.2.1	Tumor associated trypsin inhibitor	MCnc	Pt	Ser	Qn		FALSE
43	s-tati		86	24.42		S -Tuumoriin liittyvä trypsiini-inhibiittori	Serum		2.1.1.2.1.2.2.1	Tumor associated trypsin inhibitor		Pt	Ser	Qn		FALSE
43	s-tpha	titre	1665	0	[158.37, 304.61, 391.53, 640, 1034.44, 1338.85, 3168.84, 4985.37, 6432.72]	S -Treponema pallidum, hemagglutinaatio	Serum		2.1.1.2.1.2.2.1	Treponema pallidum Ab	Titr	Pt	Ser	Qn	HA	FALSE
43	s-tpha		9799	99.67		S -Treponema pallidum, hemagglutinaatio	Serum		2.1.1.2.1.2.2.1	Treponema pallidum Ab	PrThr	Pt	Ser	Ord	HA	FALSE
43	s-van	mg/l	36935	0.09	[6.84, 8.59, 9.97, 11.16, 12.39, 13.69, 15.03, 16.85, 19.72]	S -Vankomysiini	Serum		2.1.1.2.1.2.2.1	Vancomycin	MCnc	Pt	Ser	Qn		FALSE
43	s-van		1695	100	[7.35, 9.11, 10.49, 11.71, 12.89, 14.15, 15.61, 17.74, 21.29]	S -Vankomysiini	Serum		2.1.1.2.1.2.2.1	Vancomycin	MCnc	Pt	Ser	Qn		FALSE
43	ts-res		1353	100		Ts-Reseptoritutkimus	Tissue		2.1.1.2.1.2.2.1	Estrogen & Progesterone receptor	Find	Pt	Tiss	Nar		FALSE
43	u-hcg	iu/l	93	0		U -Koriongonadotropiini	Urine		2.1.1.2.1.2.2.1	Chorionic gonadotropin	CCnc	Pt	Urine	Qn		FALSE
43	u-hcg	u/l	15	0		U -Koriongonadotropiini	Urine		2.1.1.2.1.2.2.1	Chorionic gonadotropin	CCnc	Pt	Urine	Qn		FALSE
43	u-hcg		227	97.8		U -Koriongonadotropiini	Urine		2.1.1.2.1.2.2.1	Chorionic gonadotropin	PrThr	Pt	Urine	Ord		FALSE
44	-bil	umol/l	433	0	[8.08, 11.42, 17.8, 24.81, 35.56, 52.32, 88.15, 166.34, 422.22]	-Bilirubiini			2.1.1.2.1.2.2.2	Bilirubin	SCnc	Pt		Qn		FALSE
44	-bil		85	95.29		-Bilirubiini			2.1.1.2.1.2.2.2	Bilirubin	PrThr	Pt		Ord		FALSE
44	b-bio		4183	100			Blood		2.1.1.2.1.2.2.2			Pt	Bld	Nar		FALSE
44	b-hg	nmol/l	64	0		B -Elohopea	Blood		2.1.1.2.1.2.2.2	Mercury	SCnc	Pt	Bld	Qn		FALSE
44	b-hg		51	94.12		B -Elohopea	Blood		2.1.1.2.1.2.2.2	Mercury	PrThr	Pt	Bld	Ord		FALSE
44	cb-bil	umol/l	331	0	[11.1, 19.39, 22.31, 26.36, 32.8, 45.69, 98.54, 156.29, 216.28]	cB-Bilirubiini	Capillary blood		2.1.1.2.1.2.2.2	Bilirubin	SCnc	Pt	Bld.cap	Qn		FALSE
44	cb-bil		4244	99.98		cB-Bilirubiini	Capillary blood		2.1.1.2.1.2.2.2	Bilirubin	PrThr	Pt	Bld.cap	Ord		FALSE
44	du-mg	mmol	580	0.17	[2.07, 2.62, 3.11, 3.51, 3.97, 4.42, 4.91, 5.69, 6.98]	dU-Magnesium	24-hour urine		2.1.1.2.1.2.2.2	Magnesium	SAmt	24H	Urine	Qn		FALSE
44	du-mg		154	70.78		dU-Magnesium	24-hour urine		2.1.1.2.1.2.2.2	Magnesium	PrThr	24H	Urine	Ord		FALSE
44	du-pi	mmol	591	0.17	[14.15, 19.7, 22.95, 26.88, 29.9, 33.43, 38, 43.23, 51.47]	dU-Fosfaatti, epäorgaaninen	24-hour urine		2.1.1.2.1.2.2.2	Phosphate	SAmt	24H	Urine	Qn		FALSE
44	du-pi		118	75.42		dU-Fosfaatti, epäorgaaninen	24-hour urine		2.1.1.2.1.2.2.2	Phosphate	PrThr	24H	Urine	Ord		FALSE
44	fl-koh		285	100			Vaginal discharge		2.1.1.2.1.2.2.2	Fungus	PrThr	Pt	VagFld	Ord	KOH Prep	FALSE
44	fp-bil	umol/l	111	0	[4.98, 6.34, 7.02, 8.69, 9.41, 10.29, 12.14, 15.18, 27.61]		Fasting plasma		2.1.1.2.1.2.2.2	Bilirubin	SCnc	Pt	Plas	Qn		FALSE
44	fp-kol	mmol	7	0		fP-Kolesteroli	Fasting plasma		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	Plas	Qn		FALSE
44	fp-kol	mmol/	7	0		fP-Kolesteroli	Fasting plasma		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	Plas	Qn		FALSE
44	fp-kol	mmol/l	1407523	0	[3.2, 3.63, 3.97, 4.28, 4.58, 4.87, 5.21, 5.6, 6.16]	fP-Kolesteroli	Fasting plasma		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	Plas	Qn		FALSE
44	fp-kol		17406	100	[4.01, 4.31, 4.6, 4.91, 5.19, 5.43, 5.75, 6.21, 6.8]	fP-Kolesteroli	Fasting plasma		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	Plas	Qn		FALSE
44	fp-vip	pmol/l	391	1.53	[6.42, 8.54, 9.99, 11.21, 13, 14.7, 16.8, 19.84, 27.89]	fP-Vasoaktiivinen intestinaalinen peptidi	Fasting plasma		2.1.1.2.1.2.2.2	Vasoactive intestinal peptide	SCnc	Pt	Plas	Qn		FALSE
44	fp-vip		61	81.97		fP-Vasoaktiivinen intestinaalinen peptidi	Fasting plasma		2.1.1.2.1.2.2.2	Vasoactive intestinal peptide	PrThr	Pt	Plas	Ord		FALSE
44	fs-kol	mmol/	7	0		fS-Kolesteroli	Fasting serum		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	Ser	Qn		FALSE
44	fs-kol	mmol/l	259011	0	[3.71, 4.15, 4.46, 4.76, 5.03, 5.31, 5.59, 5.95, 6.44]	fS-Kolesteroli	Fasting serum		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	Ser	Qn		FALSE
44	fs-kol		481	100	[3.95, 4.3, 4.66, 4.92, 5.17, 5.39, 5.64, 6.03, 6.57]	fS-Kolesteroli	Fasting serum		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	Ser	Qn		FALSE
44	li-bio		161	100			Cerebrospinal fluid		2.1.1.2.1.2.2.2			Pt	CSF	Nar		FALSE
44	mmse		524	94.66					2.1.1.2.1.2.2.2	Mini-mental state exam	Score	Pt	^Patient	Qn		FALSE
44	p-bil	umol/l	1420468	0.09	[5, 6, 7, 8.01, 9.15, 10.92, 12.96, 16.55, 24.99]	P -Bilirubiini	Plasma		2.1.1.2.1.2.2.2	Bilirubin	SCnc	Pt	Plas	Qn		FALSE
44	p-bil		51285	100	[4.75, 5.95, 6.93, 7.97, 9.15, 10.81, 13.1, 17.26, 26.41]	P -Bilirubiini	Plasma		2.1.1.2.1.2.2.2	Bilirubin	SCnc	Pt	Plas	Qn		FALSE
44	p-bnp	ng/l	92283	0	[19.9, 36.26, 58.02, 88.41, 132.21, 195.75, 292.04, 465.57, 902.19]	P -Natriureettinen peptidi, B-tyypin (32-)	Plasma		2.1.1.2.1.2.2.2	Natriuretic peptide.B type	MCnc	Pt	Plas	Qn		FALSE
44	p-bnp	ng/ml	14	0		P -Natriureettinen peptidi, B-tyypin (32-)	Plasma		2.1.1.2.1.2.2.2	Natriuretic peptide.B type	MCnc	Pt	Plas	Qn		FALSE
44	p-bnp		5638	100	[41.88, 71.98, 108.12, 145.12, 193.35, 257.89, 351.05, 510.91, 912.06]	P -Natriureettinen peptidi, B-tyypin (32-)	Plasma		2.1.1.2.1.2.2.2	Natriuretic peptide.B type	MCnc	Pt	Plas	Qn		FALSE
44	p-fsh	u/l	10309	0	[3.43, 4.83, 5.94, 7.2, 9.39, 15.3, 30.23, 51.8, 73.17]	P -Follikkelia stimuloiva hormoni	Plasma		2.1.1.2.1.2.2.2	Follicle stimulating hormone	ACnc	Pt	Plas	Qn		FALSE
44	p-fsh		155	100	[3.32, 4.57, 5.74, 6.86, 8.5, 12.89, 23.84, 44.5, 70.18]	P -Follikkelia stimuloiva hormoni	Plasma		2.1.1.2.1.2.2.2	Follicle stimulating hormone	ACnc	Pt	Plas	Qn		FALSE
44	p-fsl	s	1808	0	[23.6, 25, 25.97, 26.26, 27.2, 28.08, 29.24, 31.3, 34.37]		Plasma		2.1.1.2.1.2.2.2	Coagulation	Time	Pt	Plas	Qn		FALSE
44	p-fsl		86	69.77			Plasma		2.1.1.2.1.2.2.2		PrThr	Pt	Plas	Ord		FALSE
44	p-kol	mmol/l	298985	0	[3.03, 3.42, 3.74, 4.03, 4.33, 4.64, 4.97, 5.37, 5.92]	P -Kolesteroli	Plasma		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	Plas	Qn		FALSE
44	p-kol		2034	100	[3, 3.37, 3.67, 3.97, 4.25, 4.57, 4.92, 5.32, 5.88]	P -Kolesteroli	Plasma		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	Plas	Qn		FALSE
44	p-mg	mmol/l	259826	0.04	[0.64, 0.7, 0.74, 0.77, 0.8, 0.83, 0.86, 0.89, 0.95]	P -Magnesium	Plasma		2.1.1.2.1.2.2.2	Magnesium	SCnc	Pt	Plas	Qn		FALSE
44	p-mg		2225	100	[0.64, 0.7, 0.74, 0.78, 0.81, 0.84, 0.86, 0.9, 0.95]	P -Magnesium	Plasma		2.1.1.2.1.2.2.2	Magnesium	SCnc	Pt	Plas	Qn		FALSE
44	p-se	umol/l	1087	0.09	[0.86, 1.03, 1.1, 1.19, 1.27, 1.34, 1.41, 1.5, 1.62]	P -Seleeni	Plasma		2.1.1.2.1.2.2.2	Selenium	SCnc	Pt	Plas	Qn		FALSE
44	p-se		55	43.64	[1.17, 1.27, 1.34, 1.4, 1.46, 1.54, 1.63, 1.73, 1.94]	P -Seleeni	Plasma		2.1.1.2.1.2.2.2	Selenium	SCnc	Pt	Plas	Qn		FALSE
44	p-tsh	miu/l	32584	0	[0.71, 1.13, 1.46, 1.75, 2.07, 2.43, 2.87, 3.48, 4.57]	P -Tyreotropiini	Plasma		2.1.1.2.1.2.2.2	Thyrotropin	ACnc	Pt	Plas	Qn		FALSE
44	p-tsh	mlu/l	4705	0	[0.58, 1.02, 1.38, 1.7, 2.07, 2.5, 3.01, 3.68, 4.95]	P -Tyreotropiini	Plasma		2.1.1.2.1.2.2.2	Thyrotropin	ACnc	Pt	Plas	Qn		FALSE
44	p-tsh	mu/l	1660849	0.06	[0.53, 0.92, 1.22, 1.5, 1.78, 2.11, 2.53, 3.11, 4.2]	P -Tyreotropiini	Plasma		2.1.1.2.1.2.2.2	Thyrotropin	ACnc	Pt	Plas	Qn		FALSE
44	p-tsh		53377	100	[0.3, 0.81, 1.02, 1.41, 1.64, 1.91, 2.3, 2.66, 3.57]	P -Tyreotropiini	Plasma		2.1.1.2.1.2.2.2	Thyrotropin	ACnc	Pt	Plas	Qn		FALSE
44	pf-kol	mmol/l	614	0	[0.64, 0.93, 1.1, 1.3, 1.51, 1.75, 2.03, 2.36, 2.85]	Pf-Kolesteroli	Pleural fluid		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	PlrFld	Qn		FALSE
44	pf-kol		361	98.06		Pf-Kolesteroli	Pleural fluid		2.1.1.2.1.2.2.2	Cholesterol	PrThr	Pt	PlrFld	Ord		FALSE
44	s-bil	umol/l	15554	0	[5.56, 6.89, 7.91, 8.95, 10.06, 11.55, 13.42, 16.35, 22.65]	S -Bilirubiini	Serum		2.1.1.2.1.2.2.2	Bilirubin	SCnc	Pt	Ser	Qn		FALSE
44	s-bil		183	82.51	[5.99, 7.33, 8.34, 9.33, 10.81, 12.14, 14.24, 16.54, 22.13]	S -Bilirubiini	Serum		2.1.1.2.1.2.2.2	Bilirubin	SCnc	Pt	Ser	Qn		FALSE
44	s-bio		11283	100			Serum		2.1.1.2.1.2.2.2			Pt	Ser	Nar		FALSE
44	s-biol		508	100			Serum		2.1.1.2.1.2.2.2	Bilirubin	PrThr	Pt	Ser	Ord	Oxidase	FALSE
44	s-fsh	iu/l	21045	0	[3.26, 4.67, 5.97, 7.58, 10.27, 17.4, 33.37, 51.85, 72.5]	S -Follikkelia stimuloiva hormoni	Serum		2.1.1.2.1.2.2.2	Follicle stimulating hormone	ACnc	Pt	Ser	Qn		FALSE
44	s-fsh	u/l	14312	0.62	[3.48, 4.97, 6.16, 7.42, 9.34, 13.61, 26.1, 47.59, 73.43]	S -Follikkelia stimuloiva hormoni	Serum		2.1.1.2.1.2.2.2	Follicle stimulating hormone	ACnc	Pt	Ser	Qn		FALSE
44	s-fsh		1106	100	[3.11, 4.58, 5.88, 7.13, 8.92, 13.11, 23.72, 44.2, 70.34]	S -Follikkelia stimuloiva hormoni	Serum		2.1.1.2.1.2.2.2	Follicle stimulating hormone	ACnc	Pt	Ser	Qn		FALSE
44	s-kol	mg/ml	9	0		S -Kolesteroli	Serum		2.1.1.2.1.2.2.2	Cholesterol	MCnc	Pt	Ser	Qn		FALSE
44	s-kol	mmol/l	35285	0	[3.59, 4.01, 4.33, 4.59, 4.85, 5.11, 5.39, 5.71, 6.19]	S -Kolesteroli	Serum		2.1.1.2.1.2.2.2	Cholesterol	SCnc	Pt	Ser	Qn		FALSE
44	s-kol		396	89.9		S -Kolesteroli	Serum		2.1.1.2.1.2.2.2	Cholesterol	PrThr	Pt	Ser	Ord		FALSE
44	s-mg	mmol/l	5982	0	[0.77, 0.81, 0.83, 0.85, 0.87, 0.88, 0.9, 0.92, 0.95]	S -Magnesium	Serum		2.1.1.2.1.2.2.2	Magnesium	SCnc	Pt	Ser	Qn		FALSE
44	s-mg		23	69.57	[0.75, 0.78, 0.8, 0.82, 0.83, 0.85, 0.87, 0.89, 0.91]	S -Magnesium	Serum		2.1.1.2.1.2.2.2	Magnesium	SCnc	Pt	Ser	Qn		FALSE
44	s-nse	ug/l	10085	0.04	[9.38, 10.96, 12, 13.1, 14.43, 16.18, 18.88, 24.33, 45.7]	S -Neuronispesifinen enolaasi	Serum		2.1.1.2.1.2.2.2	Neuron specific enolase	MCnc	Pt	Ser	Qn		FALSE
44	s-nse		210	45.24	[8.56, 10, 10.8, 12.01, 14.24, 17, 20.25, 24.5, 29.28]	S -Neuronispesifinen enolaasi	Serum		2.1.1.2.1.2.2.2	Neuron specific enolase	MCnc	Pt	Ser	Qn		FALSE
44	s-tsh	miu/l	117078	0	[0.56, 0.91, 1.16, 1.39, 1.62, 1.89, 2.23, 2.72, 3.61]	S -Tyreotropiini	Serum		2.1.1.2.1.2.2.2	Thyrotropin	ACnc	Pt	Ser	Qn		FALSE
44	s-tsh	mlu/l	113	0	[0.33, 0.69, 1.02, 1.22, 1.42, 1.62, 2, 2.33, 2.93]	S -Tyreotropiini	Serum		2.1.1.2.1.2.2.2	Thyrotropin	ACnc	Pt	Ser	Qn		FALSE
44	s-tsh	mu/l	253056	0	[0.62, 0.91, 1.15, 1.36, 1.59, 1.85, 2.18, 2.64, 3.49]	S -Tyreotropiini	Serum		2.1.1.2.1.2.2.2	Thyrotropin	ACnc	Pt	Ser	Qn		FALSE
44	s-tsh	u/l	142	0	[0.52, 0.94, 1.22, 1.48, 1.73, 1.98, 2.18, 2.57, 4.01]	S -Tyreotropiini	Serum		2.1.1.2.1.2.2.2	Thyrotropin	ACnc	Pt	Ser	Qn		FALSE
44	s-tsh		4491	100	[0.62, 0.91, 1.18, 1.45, 1.66, 1.95, 2.23, 2.72, 3.49]	S -Tyreotropiini	Serum		2.1.1.2.1.2.2.2	Thyrotropin	ACnc	Pt	Ser	Qn		FALSE
44	se-bil	umol/l	526	1.33	[9.24, 12.96, 16.08, 20.31, 26.93, 38.21, 60.68, 119.92, 333.14]		Secretion		2.1.1.2.1.2.2.2	Bilirubin	SCnc	Pt	Secretn	Qn		FALSE
44	se-bil		102	99.02			Secretion		2.1.1.2.1.2.2.2	Bilirubin	PrThr	Pt	Secretn	Ord		FALSE
44	u-al	umol/l	81	0	[0.1, 0.1, 0.2, 0.2, 0.22, 0.3, 0.4, 0.7, 1.7]	U -Alumiini	Urine		2.1.1.2.1.2.2.2	Aluminum	SCnc	Pt	Urine	Qn		FALSE
44	u-al		87	97.7		U -Alumiini	Urine		2.1.1.2.1.2.2.2	Aluminum	PrThr	Pt	Urine	Ord		FALSE
44	u-amp		158	100			Urine		2.1.1.2.1.2.2.2	Amphetamines	PrThr	Pt	Urine	Ord		FALSE
44	u-as-i	nmol/l	16	0		U -Arseeni, epäorgaaninen	Urine		2.1.1.2.1.2.2.2	Arsenic.inorganic	SCnc	Pt	Urine	Qn		FALSE
44	u-as-i	ug/l	20	0		U -Arseeni, epäorgaaninen	Urine		2.1.1.2.1.2.2.2	Arsenic.inorganic	MCnc	Pt	Urine	Qn		FALSE
44	u-as-i		107	100		U -Arseeni, epäorgaaninen	Urine		2.1.1.2.1.2.2.2	Arsenic.inorganic	PrThr	Pt	Urine	Ord		FALSE
44	u-bil		441	100			Urine		2.1.1.2.1.2.2.2	Bilirubin	PrThr	Pt	Urine	Ord		FALSE
44	u-bio		2387	100			Urine		2.1.1.2.1.2.2.2			Pt	Urine	Nar		FALSE
44	u-bup		145	100			Urine		2.1.1.2.1.2.2.2	Buprenorphine	PrThr	Pt	Urine	Ord		FALSE
44	u-bzd		143	100			Urine		2.1.1.2.1.2.2.2	Benzodiazepines	PrThr	Pt	Urine	Ord		FALSE
44	u-cl	mmol/l	200	1.5	[30.37, 49.43, 62.98, 72.55, 86.28, 96.56, 114.04, 135.66, 174.02]	U -Kloridi	Urine	Clearance	2.1.1.2.1.2.2.2	Chloride	SCnc	Pt	Urine	Qn		FALSE
44	u-cl		33	72.73		U -Kloridi	Urine	Clearance	2.1.1.2.1.2.2.2	Chloride	PrThr	Pt	Urine	Ord		FALSE
44	u-dala	umol/l	111	0.9	[5, 8, 10.96, 13.72, 17, 20.55, 23.93, 29.9, 40.27]	U -Delta-aminolevulinaatti	Urine		2.1.1.2.1.2.2.2	Delta aminolevulinate	SCnc	Pt	Urine	Qn		FALSE
44	u-ds4a		461	100			Urine		2.1.1.2.1.2.2.2							TRUE
44	u-ds5		133	100			Urine		2.1.1.2.1.2.2.2							TRUE
44	u-ds5b		1156	100			Urine		2.1.1.2.1.2.2.2							TRUE
44	u-ds6		386	100			Urine		2.1.1.2.1.2.2.2							TRUE
44	u-ds6a		1325	100			Urine		2.1.1.2.1.2.2.2							TRUE
44	u-ery		3788	99.71			Urine		2.1.1.2.1.2.2.2	Erythrocytes	PrThr	Pt	Urine	Ord		FALSE
44	u-fyl		145	100			Urine		2.1.1.2.1.2.2.2	Fentanyl	PrThr	Pt	Urine	Ord		FALSE
44	u-hg	nmol/l	108	0		U -Elohopea	Urine		2.1.1.2.1.2.2.2	Mercury	SCnc	Pt	Urine	Qn		FALSE
44	u-hg		25	100		U -Elohopea	Urine		2.1.1.2.1.2.2.2	Mercury	PrThr	Pt	Urine	Ord		FALSE
44	u-i	ug/l	309	0	[44.03, 61.73, 78.06, 96.82, 115.33, 136.79, 163.87, 204.07, 318.14]	U -Jodidi	Urine		2.1.1.2.1.2.2.2	Iodide	MCnc	Pt	Urine	Qn		FALSE
44	u-i		18	88.89		U -Jodidi	Urine		2.1.1.2.1.2.2.2	Iodide	PrThr	Pt	Urine	Ord		FALSE
44	u-inf		51657	100			Urine		2.1.1.2.1.2.2.2			Pt	Urine	Nar		FALSE
44	u-intp	nmol/mmol	2098	0	[16.36, 22.55, 28.43, 35.25, 42.57, 53.83, 68.67, 92.78, 154.47]	U -Kollageeni I:n aminoterminaalinen telopeptidi	Urine		2.1.1.2.1.2.2.2	Collagen type I N-terminal telopeptide/Creatinine	SRto	Pt	Urine	Qn		FALSE
44	u-intp	nmol/mmolkr	14	0		U -Kollageeni I:n aminoterminaalinen telopeptidi	Urine		2.1.1.2.1.2.2.2	Collagen type I N-terminal telopeptide/Creatinine	SRto	Pt	Urine	Qn		FALSE
44	u-intp	ratio	47	0		U -Kollageeni I:n aminoterminaalinen telopeptidi	Urine		2.1.1.2.1.2.2.2	Collagen type I N-terminal telopeptide/Creatinine	SRto	Pt	Urine	Qn		FALSE
44	u-intp		1030	94.47		U -Kollageeni I:n aminoterminaalinen telopeptidi	Urine		2.1.1.2.1.2.2.2	Collagen type I N-terminal telopeptide/Creatinine	PrThr	Pt	Urine	Ord		FALSE
44	u-kivi	form	60	100		U -Kivianalyysi	Urine		2.1.1.2.1.2.2.2	Calculus composition	Type	Pt	Calculus	Nom		FALSE
44	u-kivi		1820	100		U -Kivianalyysi	Urine		2.1.1.2.1.2.2.2	Calculus composition	Type	Pt	Calculus	Nom		FALSE
44	u-mg	mmol/l	123	0.81	[0.84, 1.34, 1.62, 1.98, 2.27, 2.78, 3.64, 4.45, 6.45]	U -Magnesium	Urine		2.1.1.2.1.2.2.2	Magnesium	SCnc	Pt	Urine	Qn		FALSE
44	u-mg		26	38.46		U -Magnesium	Urine		2.1.1.2.1.2.2.2	Magnesium	PrThr	Pt	Urine	Ord		FALSE
44	u-mtd		144	100			Urine		2.1.1.2.1.2.2.2	Methadone	PrThr	Pt	Urine	Ord		FALSE
44	u-ni	form	57	0		U -Nikkeli	Urine		2.1.1.2.1.2.2.2	Nickel		Pt	Urine	Nar		FALSE
44	u-ni	ug/l	65	0		U -Nikkeli	Urine		2.1.1.2.1.2.2.2	Nickel	MCnc	Pt	Urine	Qn		FALSE
44	u-ni	umol/l	754	0	[0.01, 0.01, 0.02, 0.02, 0.02, 0.03, 0.03, 0.04, 0.06]	U -Nikkeli	Urine		2.1.1.2.1.2.2.2	Nickel	SCnc	Pt	Urine	Qn		FALSE
44	u-ni		323	90.71		U -Nikkeli	Urine		2.1.1.2.1.2.2.2	Nickel	PrThr	Pt	Urine	Ord		FALSE
